id,features,labels
610,https://vo_agam_output.cog.sanger.ac.uk/AN0011-C.gatk.zarr.zip,gambiae
611,https://vo_agam_output.cog.sanger.ac.uk/AN0012-C.gatk.zarr.zip,gambiae
612,https://vo_agam_output.cog.sanger.ac.uk/AN0013-C.gatk.zarr.zip,gambiae
613,https://vo_agam_output.cog.sanger.ac.uk/AN0014-C.gatk.zarr.zip,gambiae
614,https://vo_agam_output.cog.sanger.ac.uk/AN0015-C.gatk.zarr.zip,gambiae
615,https://vo_agam_output.cog.sanger.ac.uk/AN0016-C.gatk.zarr.zip,gambiae
616,https://vo_agam_output.cog.sanger.ac.uk/AN0017-Cx.gatk.zarr.zip,gambiae
617,https://vo_agam_output.cog.sanger.ac.uk/AN0018-C.gatk.zarr.zip,gambiae
618,https://vo_agam_output.cog.sanger.ac.uk/AN0019-C.gatk.zarr.zip,gambiae
619,https://vo_agam_output.cog.sanger.ac.uk/AN0020-C.gatk.zarr.zip,gambiae
620,https://vo_agam_output.cog.sanger.ac.uk/AN0021-C.gatk.zarr.zip,gambiae
621,https://vo_agam_output.cog.sanger.ac.uk/AN0022-C.gatk.zarr.zip,gambiae
622,https://vo_agam_output.cog.sanger.ac.uk/AN0023-C.gatk.zarr.zip,gambiae
623,https://vo_agam_output.cog.sanger.ac.uk/AN0024-C.gatk.zarr.zip,gambiae
624,https://vo_agam_output.cog.sanger.ac.uk/AN0025-Cx.gatk.zarr.zip,gambiae
625,https://vo_agam_output.cog.sanger.ac.uk/AN0026-Cx.gatk.zarr.zip,gambiae
626,https://vo_agam_output.cog.sanger.ac.uk/AN0027-C.gatk.zarr.zip,gambiae
627,https://vo_agam_output.cog.sanger.ac.uk/AN0028-C.gatk.zarr.zip,gambiae
628,https://vo_agam_output.cog.sanger.ac.uk/AN0029-C.gatk.zarr.zip,gambiae
629,https://vo_agam_output.cog.sanger.ac.uk/AN0030-C.gatk.zarr.zip,gambiae
630,https://vo_agam_output.cog.sanger.ac.uk/AN0031-C.gatk.zarr.zip,gambiae
631,https://vo_agam_output.cog.sanger.ac.uk/AN0032-C.gatk.zarr.zip,gambiae
632,https://vo_agam_output.cog.sanger.ac.uk/AN0033-C.gatk.zarr.zip,gambiae
633,https://vo_agam_output.cog.sanger.ac.uk/AN0034-C.gatk.zarr.zip,gambiae
634,https://vo_agam_output.cog.sanger.ac.uk/AN0035-C.gatk.zarr.zip,gambiae
635,https://vo_agam_output.cog.sanger.ac.uk/AN0036-C.gatk.zarr.zip,gambiae
636,https://vo_agam_output.cog.sanger.ac.uk/AN0037-C.gatk.zarr.zip,gambiae
637,https://vo_agam_output.cog.sanger.ac.uk/AN0038-C.gatk.zarr.zip,gambiae
638,https://vo_agam_output.cog.sanger.ac.uk/AN0039-C.gatk.zarr.zip,gambiae
639,https://vo_agam_output.cog.sanger.ac.uk/AN0040-C.gatk.zarr.zip,gambiae
640,https://vo_agam_output.cog.sanger.ac.uk/AN0041-C.gatk.zarr.zip,gambiae
641,https://vo_agam_output.cog.sanger.ac.uk/AN0042-C.gatk.zarr.zip,gambiae
642,https://vo_agam_output.cog.sanger.ac.uk/AN0043-C.gatk.zarr.zip,gambiae
643,https://vo_agam_output.cog.sanger.ac.uk/AN0044-C.gatk.zarr.zip,gambiae
644,https://vo_agam_output.cog.sanger.ac.uk/AN0045-C.gatk.zarr.zip,gambiae
645,https://vo_agam_output.cog.sanger.ac.uk/AN0046-C.gatk.zarr.zip,gambiae
646,https://vo_agam_output.cog.sanger.ac.uk/AN0047-C.gatk.zarr.zip,gambiae
647,https://vo_agam_output.cog.sanger.ac.uk/AN0048-C.gatk.zarr.zip,gambiae
648,https://vo_agam_output.cog.sanger.ac.uk/AN0049-C.gatk.zarr.zip,gambiae
649,https://vo_agam_output.cog.sanger.ac.uk/AN0050-C.gatk.zarr.zip,gambiae
650,https://vo_agam_output.cog.sanger.ac.uk/AN0051-C.gatk.zarr.zip,gambiae
651,https://vo_agam_output.cog.sanger.ac.uk/AN0053-C.gatk.zarr.zip,gambiae
652,https://vo_agam_output.cog.sanger.ac.uk/AN0054-C.gatk.zarr.zip,gambiae
653,https://vo_agam_output.cog.sanger.ac.uk/AN0055-C.gatk.zarr.zip,gambiae
654,https://vo_agam_output.cog.sanger.ac.uk/AN0056-C.gatk.zarr.zip,gambiae
655,https://vo_agam_output.cog.sanger.ac.uk/AN0057-C.gatk.zarr.zip,gambiae
656,https://vo_agam_output.cog.sanger.ac.uk/AN0058-C.gatk.zarr.zip,gambiae
657,https://vo_agam_output.cog.sanger.ac.uk/AN0059-C.gatk.zarr.zip,gambiae
658,https://vo_agam_output.cog.sanger.ac.uk/AN0060-C.gatk.zarr.zip,gambiae
659,https://vo_agam_output.cog.sanger.ac.uk/AN0061-Cx.gatk.zarr.zip,gambiae
660,https://vo_agam_output.cog.sanger.ac.uk/AN0062-C.gatk.zarr.zip,gambiae
661,https://vo_agam_output.cog.sanger.ac.uk/AN0063-Cx.gatk.zarr.zip,gambiae
662,https://vo_agam_output.cog.sanger.ac.uk/AN0064-C.gatk.zarr.zip,gambiae
663,https://vo_agam_output.cog.sanger.ac.uk/AN0065-Cx.gatk.zarr.zip,gambiae
664,https://vo_agam_output.cog.sanger.ac.uk/AN0066-C.gatk.zarr.zip,gambiae
665,https://vo_agam_output.cog.sanger.ac.uk/AN0067-Cx.gatk.zarr.zip,gambiae
666,https://vo_agam_output.cog.sanger.ac.uk/AN0068-Cx.gatk.zarr.zip,gambiae
667,https://vo_agam_output.cog.sanger.ac.uk/AN0069-C.gatk.zarr.zip,gambiae
668,https://vo_agam_output.cog.sanger.ac.uk/AN0070-C.gatk.zarr.zip,gambiae
669,https://vo_agam_output.cog.sanger.ac.uk/AN0071-C.gatk.zarr.zip,gambiae
670,https://vo_agam_output.cog.sanger.ac.uk/AN0072-Cx.gatk.zarr.zip,gambiae
671,https://vo_agam_output.cog.sanger.ac.uk/AN0073-C.gatk.zarr.zip,gambiae
672,https://vo_agam_output.cog.sanger.ac.uk/AN0074-C.gatk.zarr.zip,gambiae
673,https://vo_agam_output.cog.sanger.ac.uk/AN0075-Cx.gatk.zarr.zip,gambiae
674,https://vo_agam_output.cog.sanger.ac.uk/AN0076-C.gatk.zarr.zip,gambiae
675,https://vo_agam_output.cog.sanger.ac.uk/AN0077-C.gatk.zarr.zip,gambiae
676,https://vo_agam_output.cog.sanger.ac.uk/AN0078-C.gatk.zarr.zip,gambiae
677,https://vo_agam_output.cog.sanger.ac.uk/AN0079-C.gatk.zarr.zip,gambiae
678,https://vo_agam_output.cog.sanger.ac.uk/AN0080-C.gatk.zarr.zip,gambiae
679,https://vo_agam_output.cog.sanger.ac.uk/AN0081-C.gatk.zarr.zip,gambiae
680,https://vo_agam_output.cog.sanger.ac.uk/AN0082-C.gatk.zarr.zip,gambiae
681,https://vo_agam_output.cog.sanger.ac.uk/AN0083-C.gatk.zarr.zip,gambiae
682,https://vo_agam_output.cog.sanger.ac.uk/AN0084-C.gatk.zarr.zip,gambiae
683,https://vo_agam_output.cog.sanger.ac.uk/AN0085-C.gatk.zarr.zip,gambiae
684,https://vo_agam_output.cog.sanger.ac.uk/AN0086-C.gatk.zarr.zip,gambiae
685,https://vo_agam_output.cog.sanger.ac.uk/AN0087-C.gatk.zarr.zip,gambiae
686,https://vo_agam_output.cog.sanger.ac.uk/AN0088-C.gatk.zarr.zip,gambiae
687,https://vo_agam_output.cog.sanger.ac.uk/AN0089-C.gatk.zarr.zip,gambiae
688,https://vo_agam_output.cog.sanger.ac.uk/AN0090-C.gatk.zarr.zip,gambiae
689,https://vo_agam_output.cog.sanger.ac.uk/AN0091-C.gatk.zarr.zip,gambiae
690,https://vo_agam_output.cog.sanger.ac.uk/AN0092-C.gatk.zarr.zip,gambiae
691,https://vo_agam_output.cog.sanger.ac.uk/AN0093-C.gatk.zarr.zip,gambiae
692,https://vo_agam_output.cog.sanger.ac.uk/AN0094-C.gatk.zarr.zip,gambiae
693,https://vo_agam_output.cog.sanger.ac.uk/AN0095-C.gatk.zarr.zip,gambiae
694,https://vo_agam_output.cog.sanger.ac.uk/AN0096-C.gatk.zarr.zip,gambiae
695,https://vo_agam_output.cog.sanger.ac.uk/AN0097-C.gatk.zarr.zip,gambiae
696,https://vo_agam_output.cog.sanger.ac.uk/AN0098-C.gatk.zarr.zip,gambiae
697,https://vo_agam_output.cog.sanger.ac.uk/AN0099-C.gatk.zarr.zip,gambiae
698,https://vo_agam_output.cog.sanger.ac.uk/AN0100-C.gatk.zarr.zip,gambiae
699,https://vo_agam_output.cog.sanger.ac.uk/AN0101-Cx.gatk.zarr.zip,gambiae
700,https://vo_agam_output.cog.sanger.ac.uk/AN0102-C.gatk.zarr.zip,gambiae
701,https://vo_agam_output.cog.sanger.ac.uk/AN0103-C.gatk.zarr.zip,gambiae
702,https://vo_agam_output.cog.sanger.ac.uk/AN0104-C.gatk.zarr.zip,gambiae
703,https://vo_agam_output.cog.sanger.ac.uk/AN0105-C.gatk.zarr.zip,gambiae
704,https://vo_agam_output.cog.sanger.ac.uk/AN0106-C.gatk.zarr.zip,gambiae
705,https://vo_agam_output.cog.sanger.ac.uk/AN0107-C.gatk.zarr.zip,gambiae
706,https://vo_agam_output.cog.sanger.ac.uk/AN0108-C.gatk.zarr.zip,gambiae
707,https://vo_agam_output.cog.sanger.ac.uk/AN0109-C.gatk.zarr.zip,gambiae
708,https://vo_agam_output.cog.sanger.ac.uk/AN0111-C.gatk.zarr.zip,gambiae
709,https://vo_agam_output.cog.sanger.ac.uk/AN0112-Cx.gatk.zarr.zip,gambiae
710,https://vo_agam_output.cog.sanger.ac.uk/AN0113-C.gatk.zarr.zip,gambiae
711,https://vo_agam_output.cog.sanger.ac.uk/AN0114-C.gatk.zarr.zip,gambiae
712,https://vo_agam_output.cog.sanger.ac.uk/AN0115-C.gatk.zarr.zip,gambiae
713,https://vo_agam_output.cog.sanger.ac.uk/AN0117-C.gatk.zarr.zip,gambiae
714,https://vo_agam_output.cog.sanger.ac.uk/AN0118-Cx.gatk.zarr.zip,gambiae
715,https://vo_agam_output.cog.sanger.ac.uk/AN0119-C.gatk.zarr.zip,gambiae
716,https://vo_agam_output.cog.sanger.ac.uk/AN0120-C.gatk.zarr.zip,gambiae
717,https://vo_agam_output.cog.sanger.ac.uk/AN0121-Cx.gatk.zarr.zip,gambiae
718,https://vo_agam_output.cog.sanger.ac.uk/AN0122-C.gatk.zarr.zip,gambiae
719,https://vo_agam_output.cog.sanger.ac.uk/AN0123-Cx.gatk.zarr.zip,gambiae
720,https://vo_agam_output.cog.sanger.ac.uk/AN0124-C.gatk.zarr.zip,gambiae
721,https://vo_agam_output.cog.sanger.ac.uk/AN0125-Cx.gatk.zarr.zip,gambiae
722,https://vo_agam_output.cog.sanger.ac.uk/AN0126-C.gatk.zarr.zip,gambiae
723,https://vo_agam_output.cog.sanger.ac.uk/AN0127-Cx.gatk.zarr.zip,gambiae
724,https://vo_agam_output.cog.sanger.ac.uk/AN0128-C.gatk.zarr.zip,gambiae
725,https://vo_agam_output.cog.sanger.ac.uk/AN0129-C.gatk.zarr.zip,gambiae
726,https://vo_agam_output.cog.sanger.ac.uk/AN0130-C.gatk.zarr.zip,gambiae
727,https://vo_agam_output.cog.sanger.ac.uk/AN0131-C.gatk.zarr.zip,gambiae
728,https://vo_agam_output.cog.sanger.ac.uk/AN0132-Cx.gatk.zarr.zip,gambiae
729,https://vo_agam_output.cog.sanger.ac.uk/AN0133-Cx.gatk.zarr.zip,gambiae
730,https://vo_agam_output.cog.sanger.ac.uk/AN0134-Cx.gatk.zarr.zip,gambiae
731,https://vo_agam_output.cog.sanger.ac.uk/AN0135-Cx.gatk.zarr.zip,gambiae
732,https://vo_agam_output.cog.sanger.ac.uk/AN0136-Cx.gatk.zarr.zip,gambiae
733,https://vo_agam_output.cog.sanger.ac.uk/AN0137-C.gatk.zarr.zip,gambiae
734,https://vo_agam_output.cog.sanger.ac.uk/AN0138-C.gatk.zarr.zip,gambiae
735,https://vo_agam_output.cog.sanger.ac.uk/AN0139-C.gatk.zarr.zip,gambiae
736,https://vo_agam_output.cog.sanger.ac.uk/AN0140-C.gatk.zarr.zip,gambiae
737,https://vo_agam_output.cog.sanger.ac.uk/AN0141-C.gatk.zarr.zip,gambiae
738,https://vo_agam_output.cog.sanger.ac.uk/AN0142-C.gatk.zarr.zip,gambiae
739,https://vo_agam_output.cog.sanger.ac.uk/AN0143-C.gatk.zarr.zip,gambiae
740,https://vo_agam_output.cog.sanger.ac.uk/AN0144-C.gatk.zarr.zip,gambiae
741,https://vo_agam_output.cog.sanger.ac.uk/AN0146-C.gatk.zarr.zip,gambiae
742,https://vo_agam_output.cog.sanger.ac.uk/AN0147-C.gatk.zarr.zip,gambiae
743,https://vo_agam_output.cog.sanger.ac.uk/AN0148-C.gatk.zarr.zip,gambiae
744,https://vo_agam_output.cog.sanger.ac.uk/AN0149-C.gatk.zarr.zip,gambiae
745,https://vo_agam_output.cog.sanger.ac.uk/AN0151-C.gatk.zarr.zip,gambiae
746,https://vo_agam_output.cog.sanger.ac.uk/AN0152-C.gatk.zarr.zip,gambiae
747,https://vo_agam_output.cog.sanger.ac.uk/AN0153-C.gatk.zarr.zip,gambiae
748,https://vo_agam_output.cog.sanger.ac.uk/AN0154-C.gatk.zarr.zip,gambiae
749,https://vo_agam_output.cog.sanger.ac.uk/AN0155-C.gatk.zarr.zip,gambiae
750,https://vo_agam_output.cog.sanger.ac.uk/AN0156-C.gatk.zarr.zip,gambiae
751,https://vo_agam_output.cog.sanger.ac.uk/AN0157-Cx.gatk.zarr.zip,gambiae
752,https://vo_agam_output.cog.sanger.ac.uk/AN0158-C.gatk.zarr.zip,gambiae
753,https://vo_agam_output.cog.sanger.ac.uk/AN0159-Cx.gatk.zarr.zip,gambiae
754,https://vo_agam_output.cog.sanger.ac.uk/AN0160-Cx.gatk.zarr.zip,gambiae
755,https://vo_agam_output.cog.sanger.ac.uk/AN0162-Cx.gatk.zarr.zip,gambiae
756,https://vo_agam_output.cog.sanger.ac.uk/AN0163-C.gatk.zarr.zip,gambiae
757,https://vo_agam_output.cog.sanger.ac.uk/AN0164-C.gatk.zarr.zip,gambiae
758,https://vo_agam_output.cog.sanger.ac.uk/AN0165-C.gatk.zarr.zip,gambiae
759,https://vo_agam_output.cog.sanger.ac.uk/AN0166-C.gatk.zarr.zip,gambiae
760,https://vo_agam_output.cog.sanger.ac.uk/AN0167-C.gatk.zarr.zip,gambiae
761,https://vo_agam_output.cog.sanger.ac.uk/AN0168-C.gatk.zarr.zip,gambiae
762,https://vo_agam_output.cog.sanger.ac.uk/AN0169-C.gatk.zarr.zip,gambiae
763,https://vo_agam_output.cog.sanger.ac.uk/AN0170-C.gatk.zarr.zip,gambiae
764,https://vo_agam_output.cog.sanger.ac.uk/AN0171-C.gatk.zarr.zip,gambiae
765,https://vo_agam_output.cog.sanger.ac.uk/AN0172-C.gatk.zarr.zip,gambiae
766,https://vo_agam_output.cog.sanger.ac.uk/AN0173-C.gatk.zarr.zip,gambiae
767,https://vo_agam_output.cog.sanger.ac.uk/AN0174-Cx.gatk.zarr.zip,gambiae
768,https://vo_agam_output.cog.sanger.ac.uk/AN0175-C.gatk.zarr.zip,gambiae
769,https://vo_agam_output.cog.sanger.ac.uk/AN0176-C.gatk.zarr.zip,gambiae
770,https://vo_agam_output.cog.sanger.ac.uk/AN0177-C.gatk.zarr.zip,gambiae
771,https://vo_agam_output.cog.sanger.ac.uk/AN0178-C.gatk.zarr.zip,gambiae
772,https://vo_agam_output.cog.sanger.ac.uk/AN0179-C.gatk.zarr.zip,gambiae
773,https://vo_agam_output.cog.sanger.ac.uk/AN0180-C.gatk.zarr.zip,gambiae
774,https://vo_agam_output.cog.sanger.ac.uk/AN0181-C.gatk.zarr.zip,gambiae
775,https://vo_agam_output.cog.sanger.ac.uk/AN0182-C.gatk.zarr.zip,gambiae
776,https://vo_agam_output.cog.sanger.ac.uk/AN0183-C.gatk.zarr.zip,gambiae
777,https://vo_agam_output.cog.sanger.ac.uk/AN0184-C.gatk.zarr.zip,gambiae
778,https://vo_agam_output.cog.sanger.ac.uk/AN0185-C.gatk.zarr.zip,gambiae
779,https://vo_agam_output.cog.sanger.ac.uk/AN0186-Cx.gatk.zarr.zip,gambiae
780,https://vo_agam_output.cog.sanger.ac.uk/AN0187-C.gatk.zarr.zip,gambiae
781,https://vo_agam_output.cog.sanger.ac.uk/AN0188-C.gatk.zarr.zip,gambiae
782,https://vo_agam_output.cog.sanger.ac.uk/AN0189-C.gatk.zarr.zip,gambiae
783,https://vo_agam_output.cog.sanger.ac.uk/AN0190-C.gatk.zarr.zip,gambiae
784,https://vo_agam_output.cog.sanger.ac.uk/AN0191-C.gatk.zarr.zip,gambiae
785,https://vo_agam_output.cog.sanger.ac.uk/AN0192-C.gatk.zarr.zip,gambiae
786,https://vo_agam_output.cog.sanger.ac.uk/AN0193-Cx.gatk.zarr.zip,gambiae
787,https://vo_agam_output.cog.sanger.ac.uk/AN0194-C.gatk.zarr.zip,gambiae
788,https://vo_agam_output.cog.sanger.ac.uk/AN0195-Cx.gatk.zarr.zip,gambiae
789,https://vo_agam_output.cog.sanger.ac.uk/AN0196-C.gatk.zarr.zip,gambiae
790,https://vo_agam_output.cog.sanger.ac.uk/AN0197-Cx.gatk.zarr.zip,gambiae
791,https://vo_agam_output.cog.sanger.ac.uk/AN0198-C.gatk.zarr.zip,gambiae
792,https://vo_agam_output.cog.sanger.ac.uk/AN0199-C.gatk.zarr.zip,gambiae
793,https://vo_agam_output.cog.sanger.ac.uk/AN0200-C.gatk.zarr.zip,gambiae
794,https://vo_agam_output.cog.sanger.ac.uk/AN0201-Cx.gatk.zarr.zip,gambiae
795,https://vo_agam_output.cog.sanger.ac.uk/AN0202-Cx.gatk.zarr.zip,gambiae
796,https://vo_agam_output.cog.sanger.ac.uk/AN0203-Cx.gatk.zarr.zip,gambiae
797,https://vo_agam_output.cog.sanger.ac.uk/AN0204-C.gatk.zarr.zip,gambiae
798,https://vo_agam_output.cog.sanger.ac.uk/AN0205-C.gatk.zarr.zip,gambiae
799,https://vo_agam_output.cog.sanger.ac.uk/AN0206-C.gatk.zarr.zip,gambiae
800,https://vo_agam_output.cog.sanger.ac.uk/AN0207-C.gatk.zarr.zip,gambiae
801,https://vo_agam_output.cog.sanger.ac.uk/AN0208-C.gatk.zarr.zip,gambiae
802,https://vo_agam_output.cog.sanger.ac.uk/AN0209-C.gatk.zarr.zip,gambiae
803,https://vo_agam_output.cog.sanger.ac.uk/AN0210-Cx.gatk.zarr.zip,gambiae
804,https://vo_agam_output.cog.sanger.ac.uk/AN0212-C.gatk.zarr.zip,gambiae
805,https://vo_agam_output.cog.sanger.ac.uk/AN0213-C.gatk.zarr.zip,gambiae
806,https://vo_agam_output.cog.sanger.ac.uk/AN0214-C.gatk.zarr.zip,gambiae
807,https://vo_agam_output.cog.sanger.ac.uk/AN0215-C.gatk.zarr.zip,gambiae
808,https://vo_agam_output.cog.sanger.ac.uk/AN0217-C.gatk.zarr.zip,gambiae
809,https://vo_agam_output.cog.sanger.ac.uk/AN0218-C.gatk.zarr.zip,gambiae
810,https://vo_agam_output.cog.sanger.ac.uk/AN0219-C.gatk.zarr.zip,gambiae
811,https://vo_agam_output.cog.sanger.ac.uk/AN0220-C.gatk.zarr.zip,gambiae
812,https://vo_agam_output.cog.sanger.ac.uk/AN0221-C.gatk.zarr.zip,gambiae
813,https://vo_agam_output.cog.sanger.ac.uk/AN0222-Cx.gatk.zarr.zip,gambiae
814,https://vo_agam_output.cog.sanger.ac.uk/AN0223-C.gatk.zarr.zip,gambiae
815,https://vo_agam_output.cog.sanger.ac.uk/AN0224-Cx.gatk.zarr.zip,gambiae
816,https://vo_agam_output.cog.sanger.ac.uk/AN0225-Cx.gatk.zarr.zip,gambiae
817,https://vo_agam_output.cog.sanger.ac.uk/AN0226-Cx.gatk.zarr.zip,gambiae
818,https://vo_agam_output.cog.sanger.ac.uk/AN0227-Cx.gatk.zarr.zip,gambiae
819,https://vo_agam_output.cog.sanger.ac.uk/AN0228-C.gatk.zarr.zip,gambiae
820,https://vo_agam_output.cog.sanger.ac.uk/AN0229-Cx.gatk.zarr.zip,gambiae
821,https://vo_agam_output.cog.sanger.ac.uk/AN0230-Cx.gatk.zarr.zip,gambiae
822,https://vo_agam_output.cog.sanger.ac.uk/AN0231-Cx.gatk.zarr.zip,gambiae
823,https://vo_agam_output.cog.sanger.ac.uk/AN0232-C.gatk.zarr.zip,gambiae
824,https://vo_agam_output.cog.sanger.ac.uk/AN0233-C.gatk.zarr.zip,gambiae
825,https://vo_agam_output.cog.sanger.ac.uk/AN0234-C.gatk.zarr.zip,gambiae
826,https://vo_agam_output.cog.sanger.ac.uk/AN0235-C.gatk.zarr.zip,gambiae
827,https://vo_agam_output.cog.sanger.ac.uk/AN0236-Cx.gatk.zarr.zip,gambiae
828,https://vo_agam_output.cog.sanger.ac.uk/AN0237-Cx.gatk.zarr.zip,gambiae
829,https://vo_agam_output.cog.sanger.ac.uk/AN0238-C.gatk.zarr.zip,gambiae
830,https://vo_agam_output.cog.sanger.ac.uk/AN0239-C.gatk.zarr.zip,gambiae
831,https://vo_agam_output.cog.sanger.ac.uk/AN0240-C.gatk.zarr.zip,gambiae
832,https://vo_agam_output.cog.sanger.ac.uk/AN0241-C.gatk.zarr.zip,gambiae
833,https://vo_agam_output.cog.sanger.ac.uk/AN0242-C.gatk.zarr.zip,gambiae
834,https://vo_agam_output.cog.sanger.ac.uk/AN0243-C.gatk.zarr.zip,gambiae
835,https://vo_agam_output.cog.sanger.ac.uk/AN0244-C.gatk.zarr.zip,gambiae
836,https://vo_agam_output.cog.sanger.ac.uk/AN0245-C.gatk.zarr.zip,gambiae
837,https://vo_agam_output.cog.sanger.ac.uk/AN0246-C.gatk.zarr.zip,gambiae
838,https://vo_agam_output.cog.sanger.ac.uk/AN0247-C.gatk.zarr.zip,gambiae
839,https://vo_agam_output.cog.sanger.ac.uk/AN0248-C.gatk.zarr.zip,gambiae
840,https://vo_agam_output.cog.sanger.ac.uk/AN0250-C.gatk.zarr.zip,gambiae
841,https://vo_agam_output.cog.sanger.ac.uk/AN0251-C.gatk.zarr.zip,gambiae
842,https://vo_agam_output.cog.sanger.ac.uk/AN0252-C.gatk.zarr.zip,gambiae
843,https://vo_agam_output.cog.sanger.ac.uk/AN0253-C.gatk.zarr.zip,gambiae
844,https://vo_agam_output.cog.sanger.ac.uk/AN0254-C.gatk.zarr.zip,gambiae
845,https://vo_agam_output.cog.sanger.ac.uk/AN0255-C.gatk.zarr.zip,gambiae
846,https://vo_agam_output.cog.sanger.ac.uk/AN0256-C.gatk.zarr.zip,gambiae
847,https://vo_agam_output.cog.sanger.ac.uk/AN0258-C.gatk.zarr.zip,gambiae
848,https://vo_agam_output.cog.sanger.ac.uk/AN0259-Cx.gatk.zarr.zip,gambiae
849,https://vo_agam_output.cog.sanger.ac.uk/AN0260-C.gatk.zarr.zip,gambiae
850,https://vo_agam_output.cog.sanger.ac.uk/AN0261-Cx.gatk.zarr.zip,gambiae
851,https://vo_agam_output.cog.sanger.ac.uk/AN0262-C.gatk.zarr.zip,gambiae
852,https://vo_agam_output.cog.sanger.ac.uk/AN0263-Cx.gatk.zarr.zip,gambiae
853,https://vo_agam_output.cog.sanger.ac.uk/AN0264-C.gatk.zarr.zip,gambiae
854,https://vo_agam_output.cog.sanger.ac.uk/AN0265-C.gatk.zarr.zip,gambiae
855,https://vo_agam_output.cog.sanger.ac.uk/AN0266-C.gatk.zarr.zip,gambiae
856,https://vo_agam_output.cog.sanger.ac.uk/AN0267-Cx.gatk.zarr.zip,gambiae
857,https://vo_agam_output.cog.sanger.ac.uk/AN0268-C.gatk.zarr.zip,gambiae
858,https://vo_agam_output.cog.sanger.ac.uk/AN0269-C.gatk.zarr.zip,gambiae
859,https://vo_agam_output.cog.sanger.ac.uk/AN0270-C.gatk.zarr.zip,gambiae
860,https://vo_agam_output.cog.sanger.ac.uk/AN0271-C.gatk.zarr.zip,gambiae
861,https://vo_agam_output.cog.sanger.ac.uk/AN0272-C.gatk.zarr.zip,gambiae
862,https://vo_agam_output.cog.sanger.ac.uk/AN0275-C.gatk.zarr.zip,gambiae
863,https://vo_agam_output.cog.sanger.ac.uk/AN0276-C.gatk.zarr.zip,gambiae
864,https://vo_agam_output.cog.sanger.ac.uk/AN0277-C.gatk.zarr.zip,gambiae
865,https://vo_agam_output.cog.sanger.ac.uk/AN0278-C.gatk.zarr.zip,gambiae
866,https://vo_agam_output.cog.sanger.ac.uk/AN0279-C.gatk.zarr.zip,gambiae
867,https://vo_agam_output.cog.sanger.ac.uk/AN0280-C.gatk.zarr.zip,gambiae
868,https://vo_agam_output.cog.sanger.ac.uk/AN0281-C.gatk.zarr.zip,gambiae
869,https://vo_agam_output.cog.sanger.ac.uk/AN0282-Cx.gatk.zarr.zip,gambiae
870,https://vo_agam_output.cog.sanger.ac.uk/AN0283-Cx.gatk.zarr.zip,gambiae
871,https://vo_agam_output.cog.sanger.ac.uk/AN0284-Cx.gatk.zarr.zip,gambiae
872,https://vo_agam_output.cog.sanger.ac.uk/AN0285-C.gatk.zarr.zip,gambiae
873,https://vo_agam_output.cog.sanger.ac.uk/AN0286-Cx.gatk.zarr.zip,gambiae
874,https://vo_agam_output.cog.sanger.ac.uk/AN0287-Cx.gatk.zarr.zip,gambiae
875,https://vo_agam_output.cog.sanger.ac.uk/AN0288-Cx.gatk.zarr.zip,gambiae
876,https://vo_agam_output.cog.sanger.ac.uk/AN0289-C.gatk.zarr.zip,gambiae
877,https://vo_agam_output.cog.sanger.ac.uk/AN0290-Cx.gatk.zarr.zip,gambiae
878,https://vo_agam_output.cog.sanger.ac.uk/AN0291-Cx.gatk.zarr.zip,gambiae
879,https://vo_agam_output.cog.sanger.ac.uk/AN0292-C.gatk.zarr.zip,gambiae
880,https://vo_agam_output.cog.sanger.ac.uk/AN0293-Cx.gatk.zarr.zip,gambiae
881,https://vo_agam_output.cog.sanger.ac.uk/AN0294-C.gatk.zarr.zip,gambiae
882,https://vo_agam_output.cog.sanger.ac.uk/AN0295-C.gatk.zarr.zip,gambiae
883,https://vo_agam_output.cog.sanger.ac.uk/AN0296-Cx.gatk.zarr.zip,gambiae
884,https://vo_agam_output.cog.sanger.ac.uk/AN0297-C.gatk.zarr.zip,gambiae
885,https://vo_agam_output.cog.sanger.ac.uk/AN0298-Cx.gatk.zarr.zip,gambiae
886,https://vo_agam_output.cog.sanger.ac.uk/AN0299-C.gatk.zarr.zip,gambiae
887,https://vo_agam_output.cog.sanger.ac.uk/AN0300-C.gatk.zarr.zip,gambiae
888,https://vo_agam_output.cog.sanger.ac.uk/AN0301-Cx.gatk.zarr.zip,gambiae
889,https://vo_agam_output.cog.sanger.ac.uk/AN0302-C.gatk.zarr.zip,gambiae
890,https://vo_agam_output.cog.sanger.ac.uk/AN0303-C.gatk.zarr.zip,gambiae
891,https://vo_agam_output.cog.sanger.ac.uk/AN0304-C.gatk.zarr.zip,gambiae
892,https://vo_agam_output.cog.sanger.ac.uk/AN0305-C.gatk.zarr.zip,gambiae
893,https://vo_agam_output.cog.sanger.ac.uk/AN0306-C.gatk.zarr.zip,gambiae
894,https://vo_agam_output.cog.sanger.ac.uk/AN0307-C.gatk.zarr.zip,gambiae
895,https://vo_agam_output.cog.sanger.ac.uk/AN0308-C.gatk.zarr.zip,gambiae
896,https://vo_agam_output.cog.sanger.ac.uk/AN0309-Cx.gatk.zarr.zip,gambiae
897,https://vo_agam_output.cog.sanger.ac.uk/AN0310-C.gatk.zarr.zip,gambiae
